Topic,Document ID,Similarity Score,Paragraph
109,RS40721,0.62249625,"(EM13LP43) Atuar de forma fundamentada, ética e crítica na produção e no compartilhamento de comentários, textos noticiosos e de opinião, memes, gifs, remixes variados etc. em redes sociais ou outros ambientes digitais.		1°
"
109,MG17352,0.5975773,"(EM13LP43) Atuar de forma fundamentada, ética	e	crítica	na	produção	e	no compartilhamento	de comentários,	textos noticiosos e de opinião, memes, gifs, remixes variados etc. em redes sociais ou outros ambientes digitais.	Campo	Jornalístico- Midiático	?	Produção	de textos. ?	Contexto	de produção,	circulação e recepção de textos publicitários. ?	Análise	de textos	de gêneros discursivos	contemporâneos	de campanhas publicitárias e políticas. ?	Apreciação (avaliação de aspectos éticos, estéticos e políticos em textos e produções artísticas e culturais.
"
109,PR33870,0.59590966,"Alguns gêneros discursivos que fazem parte desse campo são: agenda cultural; anúncio de emprego; anúncio de jornal/revista, para internet e spot; propaganda de rádio e de tevê; anúncio impresso e para internet; artigo de opinião; banner; blog;
"
109,PB25688,0.5930861,"(EM13LP42) Atuar de forma fundamentada, ética e crítica na produção e no compartilhamento de comentários, textos noticiosos e de opinião, memes, gifs, remixes variados etc. em redes sociais ou outros ambientes digitais.
"
109,CE2691,0.59059584,"	(EM13LP43) Atuar de forma fundamentada, ética e crítica na produção e no compartilhamento de comentários, textos noticiosos e de opinião, memes, gifs, remixes variados etc. em redes sociais ou outros ambientes digitais.		
"
109,SE45723,0.57580966,"Atuar de forma fundamentada, ética e crítica na produção e no compartilhamento de comentários, textos noticiosos e de opinião, memes, gifs, remixes variados etc. em redes sociais ou outros ambientes digitais.
"
109,MT22228,0.57018775,"(EM13LP43) Atuar de forma fundamentada, ética e crítica na produção e no compartilhamento de comentários, textos noticiosos e de opinião, memes, gifs, remixes variados etc. em redes sociais ou outros ambientes digitais	7	Condições	de	produção	e	de circulação de textos; Produção de textos.
"
109,PB24257,0.56261414,"JORNALÍSTICO-MIDIÁTICO Caracteriza-se pela circulação dos discursos/textos da mídia informativa (impressa, televisiva, radiofônica e digital) e pelo discurso publicitário. Sua exploração permite construir uma consciência crítica e seletiva em relação à produção e circulação de informações, posicionamentos e induções ao consumo (BNCC, p. 489).	EM13LP35/ 2 EM13LP36/ 2 EM13LP37/ 1, 2 EM13LP38/ 7 EM13LP39/ 2, 7 EM13LP40/ 7 EM13LP41/ 2 EM13LP42/ 7 EM13LP43/ 1, 7 EM13LP44/ 1, 3	Identificar características dos gêneros digitais e suas funções sociais. Empregar as mídias sociais para a disseminação de intervenções para o combate às fake news. Analisar os diferentes graus de parcialidade/imparcialidade em textos noticiosos, comparando os efeitos de sentido provocados pelas escolhas realizadas pelo autor do texto.	Propaganda, notícia, crônica, editorial, anúncio publicitário, charge, tirinha, cartum, entrevista, reportagem, torpedo, blog, memes, vlogs, gifs, chats, wiki, fanfiction, fake news, dentre outros. Grau de parcialidade/imparcialidade dos enunciadores na produção da notícia.
"
109,CE2692,0.5588983,"	-Leitura de comentários, textos noticiosos e de opinião, memes, gifs, remixes variados etc. presentes em redes sociais ou outros ambientes digitais.	-Produção e compartilhamento de comentários sobre textos noticiosos e de opinião, memes, gifs, remixes variados etc. em redes sociais ou em outros ambientes digitais, de forma fundamentada, ética e crítica.	-Análise dos aspectos linguísticos e multissemióticos, em comentários sobre textos nas redes sociais ou outros ambientes digitais, que evidenciem a presença ou ausência do uso fundamentado, ético e crítico da linguagem.
"
407,CE2565,0.9426505,"	(EM13LP53) Produzir apresentações e comentários apreciativos e críticos sobre livros, filmes, discos, canções, espetáculos de teatro e dança, exposições etc. (resenhas, vlogs e podcasts literários e artísticos, playlists comentadas, fanzines, e-zines etc.).		
"
407,ES5924,0.93688345,"Produzir apresentações e comentários apreciativos e críticos sobre livros, filmes, discos, canções, espetáculos de teatro e dança, exposições etc. (resenhas, vlogs e podcasts literários e artísticos, playlists comentadas, fanzines, e-zines etc.).
"
407,RS40685,0.9359543,"	(EM13LP53) Produzir apresentações e comentários apreciativos e críticos sobre livros, filmes, discos,	canções,	espetáculos	de	teatro	e	dança,	exposições	etc. (resenhas, vlogs e podcasts literários e artísticos, playlists comentadas, fanzines, e-zines, etc.).		2°
"
407,PR33889,0.9336482,"(EM13LP52) Produzir apresentações e comentários apreciativos e críticos sobre livros, filmes, discos, canções, espetáculos de teatro e dança, exposições etc. (resenhas, vlogs e podcasts literários e artísticos, playlists comentadas, fanzines, e-zines etc.).		
"
407,BNCC1709,0.9309054,"(EM13LP52) Produzir apresentações e comentários apreciativos e críticos sobre livros, filmes, discos, canções, espetáculos de teatro e dança, exposições etc. (resenhas, vlogs e podcasts literários e artísticos, playlists comentadas, fanzines, e-zines etc.).	1, 3
"
407,RS40649,0.92658234,"	(EM13LP53) Produzir apresentações e comentários apreciativos e críticos sobre livros, filmes, discos,	canções,	espetáculos	de	teatro	e	dança,	exposições	etc. (resenhas, vlogs e podcasts literários e artísticos, playlists comentadas, fanzines, e-zines etc.).		2°
"
407,RO37695,0.9165705,"-	Produzir apresentações e comentários apreciativos e críticos sobre livros, filmes, discos, canções, espetáculos de teatro e dança, exposições, resenhas, vlogs e podcasts literários e artísticos, playlists comentadas, fanzines, e-zines etc.
"
407,MS20204,0.9078322,"(MS.EM13LP1353) Produzir apresentações e comentários apreciativos e críticos sobre livros, filmes, discos, canções, espetáculos de teatro e dança, exposições etc. (resenhas, vlogs e podcasts literários e artísticos, playlists comentadas, fanzines, e-zines etc.).
"
407,MT22238,0.882004,"(EM13LP53)	Produzir	apresentações	e comentários apreciativos e críticos sobre livros, filmes, discos, canções, espetáculos de teatro e dança, exposições etc. (resenhas, vlogs e podcasts literários e artísticos, playlists comentadas, fanzines, e-zines etc.).	1,3	Resumo de livros e filmes; Resenha; Apresentação de filmes, livros, discos e outros; Fanzine; Vlogs;
"
407,MS20151,0.8532664,"sobre livros, filmes, discos, canções, espetáculos de teatro e dança, exposições etc. (resenhas, vlogs e podcasts literários e artísticos, playlists comentadas, fanzines, e-zines etc.).
"
407,MG17367,0.834498,"(EM13LP53).	Produzir	apresentações	e comentários apreciativos e críticos sobre livros, filmes, discos, canções, espetáculos de teatro e dança, exposições etc. (resenhas, vlogs e podcasts literários e artísticos, playlists comentadas, fanzines, e-zines etc.).	Campo	Artístico Literário	?	A obra literária, ?	O autor e sua produção; ?	Os leitores e suas percepções, ?	O ambiente cultural de produção e recepção; ?	História literária pelo viés do texto.
"
407,PE27779,0.8313579,"(EM13LP53) Produzir apresentações e comentários apreciativos e críticos sobre livros, filmes, discos, canções, espetáculos de teatro e dança, exposições etc. (resenhas, vlogs e podcasts literários e artísticos, playlists	(EM13LP53) Produzir apresentações e comentários apreciativos e críticos sobre livros, filmes, discos, canções, espetáculos de teatro e dança, exposições, resenhas, vlogs e podcasts literários e artísticos, playlists comentadas, fanzines, e-zines etc.	Planejamento e (re)textualização (produção, revisão, edição), considerando especificidades dos textos. Contexto de produção, recepção e circulação. Aspectos linguísticos,	Oralidade Produção textual Análise linguística/ semiótica	ARTÍSTICO- LITERÁRIO
"
407,RO37635,0.7958188,"Campo Artístico -Literário	1.	Compreender	o funcionamento das diferentes linguagens e práticas culturais (artísticas, corporais e verbais) e mobilizar esses conhecimentos na recepção e produção de discursos nos diferentes campos de atuação social e nas diversas mídias, para ampliar as formas	(EM13LP53) Produzir apresentações e comentários apreciativos e críticos sobre livros, filmes, discos, canções, espetáculos de teatro e dança, exposições etc. (resenhas, vlogs e podcasts literários e artísticos, playlists comentadas, fanzines, e-zines etc.).	Língua Portuguesa -	Repertórios de leitura e de apreciação. -	Reconstrução das condições de produção, circulação e recepção. -	Apreciação (avaliação de aspectos éticos, estéticos e políticos em textos e produções artísticas e culturais etc.). -	Réplica (posicionamento responsável em relação a temas, visões de mundo e ideologias veiculados por textos e atos de linguagem).
"
407,AM547,0.7857444,"(EM13LP53)	Produzir apresentações e comentários apreciativos e críticos sobre livros, filmes,	discos,	canções, espetáculos de teatro e dança, exposições etc. (resenhas, vlogs e podcasts literários e artísticos, playlists comentadas, fanzines, e-zines etc.).	Conhecimento sobre os elementos constituintes da Poesia e Prosa nas diferentes linguagens. Apreciação crítica de livros, filmes, discos, canções, espetáculos teatrais e danças, exposições, etc., por meio de resenhas, vlogs, podcasts, fanzines, e-zines, playlists comentadas, etc.	Produção e apresentação de críticas das produções artísticas e literárias nas diferentes linguagens e meios de divulgação, nos diversos campos de atuação social e nas mídias, dentro de princípios e valores fundamentados na democracia, na igualdade e nos direitos humanos.	1,3
"
407,GO12242,0.7417505,"(EM13LP53) Produzir apresentações e comentários apreciativos e críticos sobre livros, filmes, discos, canções, espetáculos de teatro e dança, exposições etc. (resenhas, vlogs e podcasts literários e artísticos, playlists comentadas, fanzines, e-zines etc.).	(GO-EMLP53A) Avaliar, com o uso de textos literários diversos, a produção de comentários de livros, filmes, canções	e espetáculos, observando os critérios de composição de cada produto cultural para a produção oral e escrita do raciocínio crítico-avaliativo sobre os principais artistas e suas obras.	Campo atuação artístico-literário	Leitura.	Escuta. Produção de textos (orais,	escritos, multissemióticos). Análise linguística / semiótica. Práticas artísticas e corporais.	Práticas artísticas: Artes visuais, Dança, Música e Teatro. TDICs: gêneros digitais direcionados ao desenvolvimento da arte. Literatura e arte nas Línguas Espanhola, Inglesa e Portuguesa. Produção cultural	integradora entre os componentes curriculares.
"
407,RO37661,0.72764015,"Campo Artístico -Literário	3. Utilizar diferentes linguagens (artísticas, corporais e verbais) para exercer, com autonomia e colaboração, protagonismo e autoria na vida pessoal e coletiva,	de	forma	crítica, criativa,	ética	e	solidária, defendendo pontos de vista que respeitem o outro e promovam os Direitos Humanos, a consciência socioambiental e o consumo responsável, em âmbito local, regional e global.	(EM13LP53) Produzir apresentações e comentários apreciativos e críticos sobre livros, filmes, discos, canções, espetáculos de teatro e dança, exposições etc. (resenhas, vlogs e podcasts literários e artísticos, playlists comentadas, fanzines, e-zines etc.).	Língua Portuguesa -	Repertórios de leitura e de apreciação. -	Reconstrução das condições de produção, circulação e recepção. -	Apreciação (avaliação de aspectos éticos, estéticos e políticos em textos e produções artísticas e culturais etc.). -	Réplica (posicionamento responsável em relação a temas, visões de mundo e ideologias veiculados por textos e atos de linguagem). -	Reconstrução da textualidade e compreensão dos efeitos de sentido provocados pelos usos de recursos linguísticos e multissemióticos. -	Relações entre textos e discursos. Produção de textos.
"
407,MS20202,0.6686753,"Produção de comentários apreciativos e críticos sobre livros, filmes, canções, espetáculo de teatro e dança, exposições, para apresentação em plataformas digitais, empregando ferramentas e aplicativos de edição de vídeo, áudio e imagens, para criação de trailers
"
407,MS20150,0.61566746,"Produção de resenha crítica e comentários apreciativos, individuais ou coletivos, por meio de citações diretas e indiretas, de livros, filmes, canções, espetáculos de teatro e dança, dentre outros, para relacionar a escrita literária às demais artes, desenvolvendo o interesse artístico. Os textos produzidos podem ser compartilhados com a comunidade escolar, ou em plataformas digitais.
"
407,PI30374,0.57501584,"ticos sobre livros, filmes, discos,                     J Produzir textos de apreciação em diferentes gêne-   políticos em textos e produções artísticas e culturais     
"
407,PI30275,0.53959084,"ções e comentários apreciativos       Línguas           J Produzir textos de apreciação, em diferentes gêne-       efeitos de sentido provocados pelo uso de recursos    
"
72,PE27885,0.59844863,"	(EM13LGG201LI12PE) Compreensão de Leitura- Distinguir significados literais e implícitos, considerando as linguagens conotativa e denotativa, a partir do léxico específico (expressions, phrasal verbs, modal verbs, entre outros) presentes em gêneros textuais	Gêneros literários e identificação do gênero em foco; Reading Strategies: inference, scanning, skimming. Análise Linguística: Phrasal Verbs, Idioms, Collocations.	PRÁTICAS DE ESTUDO E PESQUISA
"
72,RO37654,0.572789,"			Língua Inglesa -Estratégias de Leitura - Reading strategies -Analisar contextos de produção, circulação e recepção de textos e atos de linguagem com propósitos de intervenção. -	Abordagem do léxico do(s) texto(s): expressões de polidez e outras comumente usadas para introduzir uma opinião, inferência com uso de skimming e scanning. -	Emprego de conectores frequentemente usados na oralidade (but, and, so, although e because, entre outros); de advérbios e conjunções (early, later, then, now, today, nowadays, etc.) como organizadores temporais e de outras expressões que estabelecem a coesão e a coerência nos textos orais e/ou escritos. -	Uso de pronomes relativos (which, who, that...). -	Formas contraídas e longas de alguns verbos: be, have, there + be, can, etc. Outras formas verbais também comuns na oralidade: gonna, wanna, ain?t, etc.
"
72,GO12261,0.5635413,"	(GO-EMLGG402C)	Localizar elementos da linguagem não verbal específicas em gêneros textuais injuntivos / dissertativos, identificando seus significados empregados no contexto, fatos implícitos, efeitos de ironia e humor para relacionar o uso e a forma desses ícones linguísticos.	Vida pública. Práticas	de estudo	e pesquisa. Jornalístico-midiático.	Leitura. Análise linguística e semiótica. Mudança climática. Meio ambiente. Reciclagem. Poluição etc.	Consumo sustentável.	Economia. Globalização	e	outras temáticas relacionadas ao tema. Profissões.	Campanhas educativas. Anúncios publicitários.	Propaganda. Linguagem verbal e não verbal. Imperativos negativo e afirmativo. Efeitos de sentidos - conotação e denotação. Heterotônicos e heterosemânticos.	Verbos de cambio. Tiras cômicas. Charge. HQs. Pronomes Possessivos e demonstrativos.
"
72,PE27875,0.5621327,"(EM13LGG203) Analisar os diálogos e os processos de disputa por legitimidade nas práticas de linguagem e em suas produções (artísticas, corporais e verbais).	(EM13LGG203LI14PE) Compreensão Oral/ Leitura- Reconhecer, em textos escritos e /ou falados em língua inglesa, elementos lexicais presentes no cotidiano e que caracterizem marcas identitárias do inglês, em diversos países, e nos países onde ele é falado, como segunda língua ou como língua estrangeira, e em comparação com a língua portuguesa (língua materna),demonstrando compreensão acerca do diálogo intercultural.	Gêneros orais e ou escritos (lista de compras, relatos sobre viagens, anúncios de classificados, letras de música, cenas de filme/série etc); textos literários (poemas, contos, fábulas). Análise Linguística: Modal Verbs (can, could, may, might, must, should), Connectors (but, and, so...).	VIDA PESSOAL
"
72,PE27868,0.5548264,"(EM13LGG401) Analisar criticamente textos de modo a compreender e caracterizar as línguas como fenômeno (geo)político, histórico, social, cultural, variável, heterogêneo e sensível aos contextos de uso.	(EM13LGG401LI25PE) Compreensão Oral/Leitura- Identificar informações gerais em textos orais e/ou escritos (documentários, artigos, entrevistas etc.) que apontem aspectos culturais específicos de diferentes países falantes de língua inglesa, relacionando-os (por afastamento ou aproximação) com aspectos da nossa cultura linguística local, tais como: expressões de polidez,	Gêneros orais (escuta de textos formais e/ou informais, como diálogos, músicas, documentários, entre outros) ou escritos (carta do leitor, entrevistas, artigos, entre outros...). Análise Linguística: Greetings, Simple Present, Adverbs of frequency, Verb to have, Verb There to be and Prepositions, Imperative Form.	CAMPO JORNALÍSTICO MIDIÁTICO
"
72,GO12262,0.54322433,"	(GO-EMLGG402D) Distinguir os diferentes recursos da linguagem verbal e não-verbal em campanhas e	propagandas	educativas descrevendo as funções de linguagem utilizadas no texto para analisar a funcionalidade desses usos linguísticos no cotidiano;	Vida pública. Práticas	de estudo	e pesquisa. Jornalístico-midiático.	Leitura. Análise linguística e semiótica. Sustentabilidade. Mudança	climática. Gastronomia,	alimentos, nutrição.	Linguagem verbal e não verbal.	Imperativos negativo e afirmativo. Estações do ano. Sistema monetário. Consumo X consumismo. Fast fashion/de moda. Vocabulário de compra e venda. Roupas (padronagens, cores e tamanhos). Pronomes Possessivos e demonstrativos.
"
72,PE27879,0.54297066,"(EM13LGG305) Mapear e criar, por meio de práticas de linguagem, possibilidades de atuação social, política, artística e cultural para enfrentar desafios contemporâneos, discutindo princípios e objetivos dessa atuação de maneira crítica, criativa, solidária e ética.	(EM13LGG305LI24PE) Produção Escrita- Expressar-se através da escrita em língua inglesa, para desenvolver campanhas sociais através de gêneros textuais adequados (jornal impresso ou digital, panfleto, folheto, banner, cartaz, etc) articuladas com situações-problemas da comunidade local e/ou escolar de maneira crítica, solidária e ética, observando as características dos gêneros e elementos coesivos.	Gêneros textuais impressos e/ou digitais (jornalísticos, publicitários, entre outros). Análise Linguistíca: Simple Past and Past Continuous Tense, Indefinite Pronouns (some, any, no and compounds); Simple Future and Immediate Future (Going To); Gerund x Infinitive.	VIDA PÚBLICA
"
72,PE27864,0.5354327,"(EM13LGG101) Compreender e analisar processos de produção e circulação de discursos, nas diferentes linguagens, para fazer escolhas fundamentadas em função de interesses pessoais e coletivos.	(EM13LGG101LI01PE) Compreensão oral/leitura - Identificar a ideia central e as informações secundárias a partir de enunciados orais (quando o ritmo da fala for relativamente lento e claro) e/ou textos escritos, em língua inglesa, nos diversos campos de atuação social (escola, trabalho, lazer, entre outros).	Gêneros orais e/ou escritos (comentário radiofônico, entrevista, debates, seminários, entre outros). Análise Linguística: Personal Pronouns, Simple Present, Adverbs of frequency, verb to have.	VIDA PÚBLICA
"
72,PE27867,0.53078866,"(EM13LGG304) Formular propostas, intervir e tomar decisões que levem em conta o bem comum e os Direitos Humanos, a consciência socioambiental e o consumo responsável em âmbito local, regional e global.	(EM13LGG304LI23PE) Compreensão Oral/ Leitura- Apreender, de textos em língua inglesa (informativos, reportagens, documentários, etc.) a partir de estratégias de escuta/ leitura pertinentes, informações gerais e específicas sobre temas ligados às relações de meio ambiente e consumo, que fundamentem pontos de vista.	Gênero jornalístico (editorial, notícia, reportagem, artigo de opinião, história em quadrinhos, anúncio classificado, cartoon, entre outros); Reading Strategies (main idea, finding evidences, ...) Análise Linguística: Verb to be (present and past), Plural of nouns; Quantifiers; Demonstrative Pronouns; Numbers.	JORNALÍSTICO MIDIÁTICO
"
72,RO37652,0.52970845,"			-	Uso de pronomes relativos (which, who, that...). -	Uso de frases nas formas afirmativa, negativa e interrogativa. Pronomes interrogativos (Wh-questions ); Emprego dos verbos auxiliares nas formas negativa e interrogativa, e nas formas afirmativa e negativa curtas, considerando a situação comunicativa; Uso de can /can?t; could /couldn?t; -	Orações condicionais (tipos 1 e 2). -	Verbos modais: should, must, have to, may e might.
"
72,GO12259,0.52827924,"402. Analisar criticamente textos de modo a compreender e caracterizar as	línguas como fenômeno (geo) político, histórico, social, cultural, variável, heterogêneo e sensível aos contextos de uso.	(GO-EMLGG402A) Conhecer o vocabulário dos temas propostos em gêneros textuais injuntivos e dissertativos orais e escritos (propagandas educativas na TV, curta-metragem, documentários, folhetos de campanhas, artigos científicos, receitas etc), destacando palavras desconhecidas, inferindo seu significado pelo contexto [e/ou pesquisando em dicionários digitais ou impressos] para relacionar o conteúdo às realidades locais e planetárias.	Jornalístico-midiático. Práticas	de estudo	e pesquisa.	Leitura. Análise Linguística e semiótica.	Mudança climática. Meio ambiente. Reciclagem.	Poluição. Consumo	sustentável. Economia. Globalização e outras temáticas relacionadas.	Campanhas educativas. Anúncios publicitários e propaganda. Linguagem verbal e não verbal. Imperativos negativo e afirmativo. Estações do ano. Lets Prepositions of time. Perífrase de futuro. Sistema monetário. Consumo X Consumismo. Fast fashion/de moda. Vocabulário de compra e venda, roupas (padronagens, cores e tamanhos).
"
72,PE27866,0.5279146,"(EM13LGG301) Participar de processos de produção individual e colaborativa em diferentes linguagens (artísticas, corporais e verbais), levando em conta suas formas e seus funcionamentos, para produzir sentidos em diferentes contextos.	(EM13LGG301LI16PE) Produção Oral/Escrita - Produzir textos em diferentes modalidades, gêneros e suportes, considerando a temática abordada e os efeitos de sentido promovido pelos recursos lexicais, audiovisuais e multissemióticos utilizados (fontes, negrito, grifos, itálico, cores, imagens, volume dos sons, entre outros), levando em conta suas formas e seus funcionamentos, para produzir sentidos em diferentes contextos.	Gêneros publicitários (anúncios, cartazes, folders, infográficos, avisos, entre outros, em versões impressas e/ou digitais); Análise Linguística: Imperative Form; Modal Verbs (can, could, may,might); Personal Pronouns; Adjectives Pronouns, Demonstrative Pronouns; Possessive (Pronouns and Adjectives).	PRÁTICAS DE ESTUDO E PESQUISA
"
72,RO37674,0.52572453,"			-	A língua inglesa e seu papel no intercâmbio científico, econômico,	político e artístico-literário no mundo globalizado. -	Práticas investigativas. -	Entrevistas, seção de revistas para jovens (?Pergunte ao especialista?), legendas de filmes, piadas, adivinhas e diálogos, inferindo seus traços característicos, bem como suas finalidades e usos sociais. -	O uso de linking words (palavras de ligação). -	Verbos modais para dar conselhos: should, must, might. -	Orações condicionais: tipo 1 e tipo 2.
"
72,GO12176,0.5090611,"	(GO-EMLP06C) Conhecer o vocabulário dos diversos gêneros textuais orais e escritos (propagandas educativas na TV, curta-metragem, documentários, folhetos de campanhas, artigos científicos,	destacando palavras desconhecidas, identificando a sinonímia, antonímia,	paronímia, homonímia e outros, seu significado pelo contexto, pesquisando em dicionários digitais ou impressos para ampliar o léxico.	Campo	das práticas	de estudo e pesquisa	Leitura.	Escuta Produção de textos (orais,	escritos, multissemióticos). Análise linguística / semiótica.	Palavras	homônimas, parônimas,	sinônimas e	antônimas	nas Línguas	Espanhola, Inglesa e	Portuguesa. Gêneros	discursivos. Variação	linguística. Contextualização	das modalidades escrita e oral.
"
72,PE27865,0.5025769,"	(EM13LGG101LI02PE) Compreensão Oral/ Leitura - Compreender informações específicas (tais como títulos, legendas, anúncios curtos, entre outros) em língua inglesa, abordadas em situações de comunicação oral e/ou textos escritos diversos (diálogos, exposições orais, entrevistas, Ted Talks, filmes/séries, entre outros), conforme diferentes contextos (no trabalho, na escola, no lazer, entre outros), relacionados com temas da atualidade.	Gêneros orais (diálogos, exposições orais, Ted Talks, entre outros) e escritos (textos descritivos: lista de compras, relatos sobre viagens, anúncios de classificados, entre outros). Análise Linguística: Interrogative Pronouns, Present and Past Continuous, Possessive (pronouns and adjectives).	VIDA PESSOAL
"
72,MS19839,0.48399857,"comunicação formal e informal, com uso do modal Would, para reconhecimento dos interlocutores, da finalidade comunicativa e das características dos gêneros discursivos.
"
